1.000000000000000056e-01 7.080156377004790613e+01 1.610062958899425078e+00 1.000000000000000000e+00
1.444444444444444586e-01 7.248525348130213786e+01 1.416056251673859956e+00 1.000000000000000000e+00
1.888888888888888840e-01 7.426201797832034401e+01 1.268153687809916885e+00 1.000000000000000000e+00
2.333333333333333648e-01 7.613031032062846748e+01 1.169619565962403795e+00 1.000000000000000000e+00
2.777777777777777901e-01 7.808840611446007074e+01 1.124138041467799942e+00 1.000000000000000000e+00
3.222222222222221877e-01 8.013444368994595379e+01 1.135802357566953136e+00 1.000000000000000000e+00
3.666666666666666963e-01 8.226646053438665263e+01 1.209102162993759721e+00 1.000000000000000000e+00
4.111111111111110938e-01 8.448242569264125734e+01 1.348909507194396173e+00 1.000000000000000000e+00
4.555555555555556024e-01 8.678026805102332730e+01 1.560464025306843583e+00 1.000000000000000000e+00
5.000000000000000000e-01 8.915790058362746606e+01 1.849357742352574663e+00 1.000000000000000000e+00
9.000000000000000222e-01 1.138156667194557912e+02 3.961489291308274430e-01 1.000000000000000000e+00
9.473684210526316374e-01 1.170874530525083514e+02 3.976662469771479191e-01 1.000000000000000000e+00
9.947368421052631415e-01 1.204267344464984006e+02 4.008045080549734740e-01 1.000000000000000000e+00
1.042105263157894868e+00 1.238317495289908976e+02 4.057062810887584470e-01 1.000000000000000000e+00
1.089473684210526372e+00 1.273008217077070441e+02 4.125212155620368026e-01 1.000000000000000000e+00
1.136842105263157876e+00 1.308323564598287874e+02 4.214057396274525358e-01 1.000000000000000000e+00
1.184210526315789380e+00 1.344248382508893940e+02 4.325227774615406640e-01 1.000000000000000000e+00
1.231578947368421106e+00 1.380768272105781591e+02 4.460414855210875773e-01 1.000000000000000000e+00
1.278947368421052611e+00 1.417869556671633688e+02 4.621370069360577482e-01 1.000000000000000000e+00
1.326315789473684337e+00 1.455539246207015083e+02 4.809902431294982295e-01 1.000000000000000000e+00
1.373684210526315841e+00 1.493765002172836773e+02 5.027876416698160433e-01 1.000000000000000000e+00
1.421052631578947345e+00 1.532535102718116207e+02 5.277209993208729077e-01 1.000000000000000000e+00
1.468421052631578849e+00 1.571838408747457549e+02 5.559872792488063098e-01 1.000000000000000000e+00
1.515789473684210575e+00 1.611664331085221704e+02 5.877884413620941828e-01 1.000000000000000000e+00
1.563157894736842080e+00 1.652002798915168569e+02 6.233312847958547565e-01 1.000000000000000000e+00
1.610526315789473806e+00 1.692844229612308595e+02 6.628273015971319904e-01 1.000000000000000000e+00
1.657894736842105310e+00 1.734179500034875616e+02 7.064925407206170682e-01 1.000000000000000000e+00
1.705263157894736814e+00 1.775999919306455297e+02 7.545474815007452429e-01 1.000000000000000000e+00
1.752631578947368318e+00 1.818297203089220204e+02 8.072169158239481668e-01 1.000000000000000000e+00
1.800000000000000044e+00 1.861063449327365333e+02 8.647298382823774832e-01 1.000000000000000000e+00
