1.000000000000000056e-01 7.080156377004790613e+01 1.610062958899425078e+00 1.000000000000000000e+00
1.444444444444444586e-01 7.248525348130213786e+01 1.416056251673859956e+00 1.000000000000000000e+00
1.888888888888888840e-01 7.426201797832034401e+01 1.268153687809916885e+00 1.000000000000000000e+00
2.333333333333333648e-01 7.613031032062846748e+01 1.169619565962403795e+00 1.000000000000000000e+00
2.777777777777777901e-01 7.808840611446007074e+01 1.124138041467799942e+00 1.000000000000000000e+00
3.222222222222221877e-01 8.013444368994595379e+01 1.135802357566953136e+00 1.000000000000000000e+00
3.666666666666666963e-01 8.226646053438665263e+01 1.209102162993759721e+00 1.000000000000000000e+00
4.111111111111110938e-01 8.448242569264125734e+01 1.348909507194396173e+00 1.000000000000000000e+00
4.555555555555556024e-01 8.678026805102332730e+01 1.560464025306843583e+00 1.000000000000000000e+00
5.000000000000000000e-01 8.915790058362746606e+01 1.849357742352574663e+00 1.000000000000000000e+00
3.599999999999999867e-01 8.194125608937541472e+01 6.291916248457668503e-01 1.000000000000000000e+00
5.021052631578947212e-01 8.927246924758725299e+01 6.163473697962463804e-01 1.000000000000000000e+00
6.442105263157894557e-01 9.739726432458766681e+01 6.173281681230347040e-01 1.000000000000000000e+00
7.863157894736843012e-01 1.062500051113158008e+02 6.354785122305173228e-01 1.000000000000000000e+00
9.284210526315789247e-01 1.157705375727260702e+02 6.752071022538671530e-01 1.000000000000000000e+00
1.070526315789473770e+00 1.259056098379937652e+02 7.418599446488456373e-01 1.000000000000000000e+00
1.212631578947368505e+00 1.366089798737457670e+02 8.416048064185206457e-01 1.000000000000000000e+00
1.354736842105263239e+00 1.478408735427268823e+02 9.813332613535613591e-01 1.000000000000000000e+00
1.496842105263157752e+00 1.595671903978503678e+02 1.168580591945824310e+00 1.000000000000000000e+00
1.638947368421052708e+00 1.717586696691050179e+02 1.411461339843902207e+00 1.000000000000000000e+00
1.781052631578947221e+00 1.843901165859514037e+02 1.718617652001520169e+00 1.000000000000000000e+00
1.923157894736842177e+00 1.974397271455199245e+02 2.099177728297621837e+00 1.000000000000000000e+00
2.065263157894737134e+00 2.108885180095019223e+02 2.562722110320726276e+00 1.000000000000000000e+00
2.207368421052631646e+00 2.247198539359932852e+02 3.119256020232180848e+00 1.000000000000000000e+00
2.349473684210526603e+00 2.389190598700766941e+02 3.779186371385133025e+00 1.000000000000000000e+00
2.491578947368421115e+00 2.534731039309671132e+02 4.553302405076354198e+00 1.000000000000000000e+00
2.633684210526315628e+00 2.683703385886754518e+02 5.452759164484269228e+00 1.000000000000000000e+00
2.775789473684210584e+00 2.836002890728413490e+02 6.489063210410098925e+00 1.000000000000000000e+00
2.917894736842105097e+00 2.991534799061993795e+02 7.674060127795676145e+00 1.000000000000000000e+00
3.060000000000000053e+00 3.150212921489004430e+02 9.019923479213103334e+00 1.000000000000000000e+00
